종목코드,종목명
142210,유니트론텍
030960,양지사
377480,마음AI
348080,큐라티스
002720,국제약품
006840,AK홀딩스
066590,우수AMS
041520,이엘씨
495710,BNK 26-06 특수채(AAA이상)액티브
089230,THE E&M
0135Y0,ITF 중기종합채권(AA-이상)액티브
039830,오로라
004840,DRB동일
078890,가온그룹
149980,하이로닉
033130,디지틀조선
950130,엑세스바이오
299170,더블유에스아이
311690,CJ 바이오사이언스
001560,제일연마
261780,차백신연구소
192410,오늘이엔엠
290720,푸드나무
023450,동남합성
023800,인지컨트롤스
950190,고스트스튜디오
006890,태경케미컬
063160,종근당바이오
004060,SG세계물산
101330,모베이스
172670,에이엘티
047820,초록뱀미디어
460940,피앤에스로보틱스
317830,에스피시스템스
191420,테고사이언스
017370,우신시스템
228850,레이언스
362320,청담글로벌
315640,딥노이드
011370,서한
066700,테라젠이텍스
443250,레뷰코퍼레이션
264900,크라운제과
137950,제이씨케미칼
008260,NI스틸
054670,대한뉴팜
001540,안국약품
003580,HLB글로벌
040910,아이씨디
081180,쎄크
117670,알파칩스
493330,지에프아이
214270,FSN
339950,아이비김영
214330,금호에이치티
173130,오파스넷
101140,인바이오젠
105550,엣지파운드리
000180,성창기업지주
007820,에스엠코어
019550,SBI인베스트먼트
009300,삼아제약
032560,황금에스티
290660,네오펙트
014950,삼익제약
119650,KC코트렐
013360,일성건설
294630,서남
041910,폴라리스AI파마
084650,랩지노믹스
042510,라온시큐어
005740,크라운해태홀딩스
357230,에이치피오
120240,대정화금
065530,와이어블
010960,삼호개발
246720,아스타
175140,휴먼테크놀로지
002220,한일철강
452190,한빛레이저
006140,피제이전자
043610,KT지니뮤직
277880,티에스아이
058860,KTis
205470,휴마시스
024830,세원물산
091440,한울소재과학
105740,디케이락
302550,리메드
448710,코츠테크놀로지
348350,위드텍
060560,HC홈센타
058630,엠게임
058400,KNN
011150,CJ씨푸드
005750,대림바스
002700,신일전자
201490,미투온
066790,씨씨에스
024740,한일단조
041930,동아화성
352090,스톰테크
453860,에이에스텍
013870,지엠비코리아
035610,솔본
068240,다원시스
448100,WON 200
060570,드림어스컴퍼니
163560,동일고무벨트
079980,휴비스
412350,레이저쎌
007980,TP
060590,씨티씨바이오
048910,대원미디어
093920,서원인텍
411080,샌즈랩
084730,팅크웨어
413390,엠오티
004890,동일산업
461030,아이엠비디엑스
033320,제이씨현시스템
065170,비엘팜텍
360350,코셈
163730,핑거
079810,디이엔티
006660,삼성공조
014440,영보화학
023000,삼원강재
012700,리드코프
396300,세아메카닉스
065510,휴비츠
234300,에스트래픽
082850,우리바이오
110790,크리스에프앤씨
347890,엠투아이
290670,대보마그네틱
064800,포니링크
067570,엔브이에이치코리아
053280,예스24
049080,기가레인
068290,삼성출판사
261520,이지스
214260,라파스
212560,네오오토
102370,케이옥션
040420,정상제이엘에스
950220,네오이뮨텍
458350,에스팀
216050,인크로스
323350,다원넥스뷰
031820,아이티센씨티에스
241690,유니테크노
012690,모나리자
000590,CS홀딩스
032850,비트컴퓨터
382480,지아이텍
104040,대성파인텍
265560,영화테크
004650,창해에탄올
203690,아크솔루션스
260930,씨티케이
419050,삼기에너지솔루션즈
042500,링네트
011000,진원생명과학
131400,이브이첨단소재
130580,나이스디앤비
002600,조흥
007280,한국특강
463480,모티브링크
076610,해성옵틱스
044340,위닉스
311320,지오엘리먼트
451220,아이엠티
071670,에이테크솔루션
009200,무림페이퍼
001260,남광토건
134580,탑코미디어
373200,엑스플러스
126880,제이엔케이글로벌
251630,브이원텍
340360,다보링크
111380,동인기연
048430,유라테크
061250,화일약품
170030,현대공업
072020,중앙백신
451250,삐아
019990,에너토크
228670,레이
100590,머큐리
085310,엔케이
094840,슈프리마에이치큐
207760,미스터블루
002800,신신제약
016250,SGC E&C
183490,엔지켐생명과학
376930,노을
204840,지엘팜텍
036630,세종텔레콤
217500,러셀
049180,셀루메드
347000,센코
136410,아셈스
004720,팜젠사이언스
053050,지에스이
019540,일지테크
033230,인성정보
263600,덕우전자
006880,신송홀딩스
054040,한국컴퓨터
226330,신테카바이오
025550,한국선재
049470,비트플래닛
053260,금강철강
036640,HRS
027830,대성창투
440910,WON 미국우주항공방산
900250,크리스탈신소재
382150,온코크로스
009180,한솔로지스틱스
378800,샤페론
111710,남화산업
020710,시공테크
099220,SDN
478560,블랙야크아이앤씨
299900,위지윅스튜디오
081150,티플랙스
175250,아이큐어
222040,코스맥스엔비티
317870,엔바이오니아
142280,녹십자엠에스
066430,아이로보틱스
000850,화천기공
412540,제일엠앤에스
208140,정다운
289220,자이언트스텝
317690,퀀타매트릭스
046940,우원개발
052900,KX하이텍
007590,동방아그로
039610,화성밸브
014470,부방
206560,덱스터
023810,인팩
273640,와이엠텍
446840,지슨
001470,삼부토건
094940,푸른기술
222160,NPX
391710,코닉오토메이션
452400,이닉스
253840,수젠텍
009770,삼정펄프
417790,트루엔
307870,비투엔
476850,KoAct 배당성장액티브
018500,동원금속
004540,깨끗한나라
010040,한국내화
187420,HLB제넥스
127710,아시아경제
045660,에이텍
215360,우리산업
037230,한국팩키지
001550,조비
040350,크레오에스지
089850,유비벨록스
052860,아이앤씨
459100,위츠
246690,TS인베스트먼트
017650,대림제지
011390,부산산업
475430,키스트론
0013V0,삼진식품
006090,사조오양
900260,로스웰
294140,레몬
053450,세코닉스
460870,에스엠씨지
128660,피제이메탈
217190,제너셈
299660,셀리드
435570,에르코스
033310,엠투엔
246960,SCL사이언스
227950,엔투텍
055490,테이팩스
024840,KBI메탈
013700,까뮤이앤씨
036120,서울평가정보
241790,티이엠씨씨엔에스
041460,한국전자인증
262260,에이프로
331380,포커스에이아이
104620,노랑풍선
408900,스튜디오미르
153710,옵티팜
002630,오리엔트바이오
036000,예림당
024910,경창산업
171120,라이온켐텍
291650,압타머사이언스
016090,대현
222110,팬젠
000220,유유제약
234100,폴라리스세원
043650,국순당
263800,데이타솔루션
0154F0,WON 초대형IB&금융지주
011320,유니크
480370,씨케이솔루션
027050,코리아나
0007N0,아이엠에셋 200
001620,케이비아이동국실업
104540,코렌텍
129260,인터지스
424980,마이크로투나노
066980,한성크린텍
038680,에스넷
004590,한국가구
123420,위메이드플레이
159580,제로투세븐
094850,참좋은여행
036090,위지트
212710,아이에스티이
039020,이건홀딩스
017480,삼현철강
043710,서울리거
058730,다스코
010470,오리콤
012790,신일제약
459550,알트
003780,진양산업
078590,휴림에이텍
234920,자이글
095270,웨이브일렉트로
063440,SM Life Design
317850,대모
053350,이니텍
347860,알체라
004410,서울식품
039010,현대에이치티
040610,SG&G
192250,케이사인
140070,서플러스글로벌
072470,우리산업홀딩스
100220,비상교육
317530,캐리소프트
064240,홈캐스트
062970,한국첨단소재
054930,유신
168330,내츄럴엔도텍
111110,호전실업
099410,동방선기
042110,에스씨디
052220,iMBC
039420,케이엘넷
088280,쏘닉스
199550,레이저옵텍
332370,아이디피
109070,주성코퍼레이션
159010,아스플로
073640,테라사이언스
071090,하이스틸
065500,오리엔트정공
002760,보락
003010,혜인
004830,덕성
036670,삼양케이씨아이
082210,옵트론텍
069730,DSR제강
056360,코위버
000910,유니온
039240,경남스틸
479960,위너스
072130,유엔젤
011330,유니켐
950200,소마젠
318160,셀바이오휴먼텍
047400,유니온머티리얼
393210,토마토시스템
065440,이루온
378850,화승알앤에이
238090,앤디포스
002140,고려산업
092440,기신정기
049480,오픈베이스
015710,코콤
155660,DSR
162300,신스틸
331920,셀레믹스
060310,3S
491700,HK 200
155650,와이엠씨
457370,한켐
196300,HLB펩
010280,아이티센엔텍
302430,이노메트리
037760,쎄니트
198440,강동씨앤엘
072990,에이치시티
372910,한컴라이프케어
087260,모바일어플라이언스
189980,흥국에프엔비
486240,DAISHIN343 AI반도체&인프라액티브
185490,아이진
067920,이글루
007370,진양제약
067370,선바이오
488720,WON 종합채권(AA-이상)액티브
109860,동일금속
444490,WON 미국S&P500
365590,하이딥
104200,NHN벅스
122310,제노레이
024900,디와이덕양
053950,경남제약
080010,이상네트웍스
033170,시그네틱스
006980,우성
017180,명문제약
340440,세림B&G
145170,노브랜드
222420,쎄노텍
004910,조광페인트
261200,덴티스
0010V0,제이피아이헬스케어
068330,일신바이오
049550,잉크테크
196450,코아시아씨엠
373160,데이원컴퍼니
219550,디와이디
219750,한국비티비
238120,얼라인드
109080,옵티시스
053270,구영테크
052790,액토즈소프트
229000,젠큐릭스
333620,엔시스
218150,미래생명자원
033540,파라텍
072770,멤레이비티
004780,대륙제관
088910,동우팜투테이블
096630,에스코넥
054300,팬스타엔터프라이즈
037950,엘컴텍
037330,인지디스플레
014190,원익큐브
347740,피엔케이피부임상연구센타
458030,WON 국공채머니마켓액티브
053620,태양
0005G0,ITF K-AI반도체코어테크
351330,이삭엔지니어링
010240,흥국
237820,플레이디
050960,수산아이앤티
007120,미래아이앤지
321820,아티스트컴퍼니
215090,솔디펜스
303360,프로티아
093240,형지엘리트
127980,화인써키트
045340,토탈소프트
053980,오상자이엘
092300,현우산업
003060,에이프로젠바이오로직스
419120,산돌
263690,디알젬
170790,파이오링크
407400,꿈비
033830,티비씨
025560,미래산업
288620,에스퓨얼셀
001380,SG글로벌
089150,케이씨티
384470,코어라인소프트
008370,원풍
004450,삼화왕관
000950,전방
005670,푸드웰
000890,보해양조
340930,유일에너테크
072950,빛샘전자
306040,에스제이그룹
100030,인지소프트
352910,오비고
413640,비아이매트릭스
004770,써니전자
403490,우듬지팜
092780,DYP
198080,캐프
122690,서진오토모티브
177900,쓰리에이로직스
200230,텔콘RF제약
075180,새론오토모티브
189860,서전기전
256630,포인트엔지니어링
037440,희림
038070,서린바이오
099520,DGI
012160,영흥
007680,대원
173940,에프엔씨엔터
033560,블루콤
021050,서원
440290,HB인베스트먼트
245620,EDGC
122350,삼기
434960,DAISHIN343 K200
143540,영우디에스피
023960,에쓰씨엔지니어링
032960,동일기연
010770,평화홀딩스
452300,캡스톤파트너스
471820,셀로맥스사이언스
041650,상신브레이크
097800,윈팩
089790,제이티
466410,사이냅소프트
004920,씨아이테크
123700,SJM
043910,자연과환경
105760,포스뱅크
219420,링크제니시스
277070,린드먼아시아
311390,네오크레마
361570,알비더블유
038010,제일테크노스
014990,인디에프
006050,국영지앤엠
314140,알피바이오
090410,덕신이피씨
452200,민테크
106240,파인테크닉스
288330,파라택시스코리아
460470,아이빔테크놀로지
320000,한울반도체
0104H0,KoAct 미국나스닥채권혼합50액티브
066130,하츠
009190,대양금속
450330,하스
217480,에스디생명공학
137080,나래나노텍
024950,삼천리자전거
100660,서암기계공업
258610,케일럼
114450,그린생명과학
032540,TJ미디어
025530,SJM홀딩스
419080,엔젯
095910,에스에너지
487750,BNK 온디바이스AI
042940,상지건설
061040,알에프텍
388610,지에프씨생명과학
364950,에이아이코리아
007610,선도전기
332290,누보
452160,제이엔비
016600,큐캐피탈
432430,와이랩
300120,라온피플
006920,모헨즈
273060,와이즈버즈
012280,영화금속
190650,코리아에셋투자증권
260660,알리코제약
056700,신화인터텍
038880,아이에이
241840,에이스토리
006370,대구백화점
002410,범양건영
097870,효성오앤비
398120,에스지헬스케어
013720,THE CUBE&
088340,유라클
126640,화신정공
179530,애드바이오텍
476080,M83
0113P0,HK 머니마켓액티브
003080,SB성보
189690,포시에스
250000,보라티알
054780,키이스트
426150,WON 대한민국국고채액티브
376180,피코그램
352700,씨앤투스
087600,픽셀플러스
096610,알에프세미
027740,마니커
086040,바이오톡스텍
023350,한국종합기술
066360,체리부로
079000,와토스코리아
049800,우진플라임
064480,브리지텍
007720,소노스퀘어
103840,우양
465480,인스피언
097780,에코볼트
009320,아진전자부품
307280,원바이오젠
221840,하이즈항공
363250,진시스템
007530,와이엠
002920,유성기업
393970,대진첨단소재
051490,나라엠앤디
033200,모아텍
066670,디티씨
444530,심플랫폼
160550,NEW
002290,삼일기업공사
060850,영림원소프트랩
090080,평화산업
046310,백금T&A
128540,에코캡
239890,피엔에이치테크
043340,에쎈테크
057540,옴니시스템
186230,그린플러스
011420,갤럭시아에스엠
464280,티디에스팜
044960,이글벳
094970,제이엠티
317240,TS트릴리온
048770,TPC
032790,엠젠솔루션
297570,알로이스
065130,탑엔지니어링
032860,더라미
464500,아이언디바이스
178780,일월지엠엘
354200,엔젠바이오
011230,삼화전자
084870,TBH글로벌
083550,케이엠
069410,엔텔스
025880,케이씨피드
051630,진양화학
0098Z0,FOCUS 200
001210,금호전기
224110,에이텍모빌리티
011300,성안머티리얼스
376290,씨유테크
363260,모비데이즈
082660,코스나인
184230,SGA솔루션즈
006200,한국전자홀딩스
336060,웨이버스
052460,아이크래프트
418250,시큐레터
051390,YW
199480,뱅크웨어글로벌
200350,아티스트스튜디오
171010,램테크놀러지
001000,신라섬유
023440,제이스코홀딩스
200780,비씨월드제약
220180,핸디소프트
271830,팸텍
008420,문배철강
208860,다산디엠씨
065950,웰크론
359090,씨엔알리서치
020760,일진디스플
119500,포메탈
038620,위즈코프
263700,케어랩스
049830,승일
069460,대호에이엘
263810,상신전자
073110,엘엠에스
321260,프로이천
026040,제이에스티나
091590,남화토건
031310,아이즈비전
263770,유에스티
450520,인스웨이브
008870,금비
215380,우정바이오
335810,프리시젼바이오
039310,세중
019770,서연탑메탈
005030,부산주공
206400,베노티앤알
002360,SH에너지화학
296640,이노룰스
133820,화인베스틸
420570,제이투케이바이오
080530,코디
053160,프리엠스
140520,대창스틸
074610,이엔플러스
068050,팬엔터테인먼트
021880,메이슨캐피탈
050860,아세아텍
017040,광명전기
203450,유니온바이오메트릭스
308170,씨티알모빌리티
407830,에셋플러스 글로벌플랫폼액티브
263020,디케이앤디
228340,동양파일
025750,한솔홈데코
081580,성우전자
448570,FOCUS AI코리아액티브
232830,아이티센피엔에스
067170,오텍
086060,진바이오텍
057680,티사이언티픽
014570,고려제약
123570,이엠넷
351870,차이커뮤니케이션
133750,메가엠디
037370,EG
475460,미트박스
129890,앱코
277410,인산가
256150,한독크린텍
318410,비비씨
008250,이건산업
002880,대유에이텍
114630,폴라리스우노
024120,KB오토시스
070300,엑스큐어
290090,트윔
465770,STX그린로지스
038870,에코바이오
257370,피엔티엠에스
046390,삼화네트웍스
052600,한네트
189330,씨이랩
057030,YBM넷
462510,라메디텍
195500,마니커에프앤지
000760,이화산업
101240,씨큐브
065650,하이퍼코퍼레이션
475660,에스켐
434480,모니터랩
318020,포인트모바일
383930,디티앤씨알오
101000,KS인더스트리
347770,핌스
455180,케이지에이
024940,PN풍년
012620,원일특강
221980,케이디켐
417860,오브젠
020180,대신정보통신
118000,메타케어
002870,신풍
163280,에어레인
019490,엑시큐어하이트론
462980,아이지넷
109820,진매트릭스
263920,휴엠앤씨
0150K0,KoAct 수소전력ESS인프라액티브
080520,오디텍
153460,네이블
373170,엠아이큐브솔루션
131100,티엔엔터테인먼트
430690,한싹
066910,손오공
039290,인포뱅크
035460,기산텔레콤
239610,에이치엘사이언스
038530,케이바이오
150900,파수
004870,티웨이홀딩스
355390,크라우드웍스
290120,DH오토리드
153490,우리이앤엘
147760,피엠티
075970,동국알앤에스
026940,부국철강
489290,WON 미국빌리어네어
270870,뉴트리
064090,인크레더블버즈
290560,파라택시스이더리움
290520,신도기연
475070,KoAct 글로벌친환경전력인프라액티브
195990,에이비프로바이오
210120,캔버스엔
223310,사토시홀딩스
013810,스페코
204020,그리티
025440,DH오토웨어
387570,파인메딕스
286750,나노실리칸첨단소재
142760,모아라이프플러스
045060,오공
351320,넥사다이내믹스
059100,아이컴포넌트
270520,앱튼
239340,이스트에이드
134790,시디즈
464580,닷밀
043200,파루
318000,KBG
262840,아이퀘스트
064520,테크엘
071850,캐스텍코리아
0020H0,KoAct 글로벌양자컴퓨팅액티브
356890,싸이버원
075130,플랜티넷
123010,알엔티엑스
009460,한창제지
109960,앱토크롬
014910,성문전자
469750,아이비젼웍스
090370,메타랩스
032580,피델릭스
045510,정원엔시스
021650,한국큐빅
065370,위세아이텍
285800,진영
353590,오토앤
254120,자비스
013000,세우글로벌
177830,파버나인
146060,율촌
187270,신화콘텍
099390,브레인즈컴퍼니
001070,대한방직
196490,디에이테크놀로지
039740,한국정보공학
001810,무림SP
215790,이노인스트루먼트
001840,이화공영
342870,오아
284620,카이노스메드
130500,GH신소재
005320,온타이드
148780,비큐AI
068940,셀피글로벌
009730,이렘
005820,원림
377220,프롬바이오
009140,경인전자
298060,에스씨엠생명과학
053290,NE능률
169330,엠브레인
140950,파워 코스피100
263050,유틸렉스
049120,파인디앤씨
038060,루멘스
238490,힘스
027580,상보
225220,제놀루션
017000,신원종합개발
035200,프럼파스트
131220,대한과학
187220,디티앤씨
438700,버넥트
123750,알톤
054220,비츠로시스
000040,KR모터스
060540,에스에이티
442260,마이티 다이나믹퀀트액티브
090150,아이윈
274400,이노시뮬레이션
123840,뉴온
462310,뉴키즈온
252500,세화피앤씨
140430,카티스
303030,지니틱스
291230,엔피
056730,CNT85
290270,휴네시온
094860,네오리진
376980,원티드랩
301300,바이브컴퍼니
052300,오션인더블유
079170,한창산업
440320,오픈놀
006740,블루산업개발
340810,시선AI
089140,넥스턴앤롤코리아
051380,피씨디렉트
038950,파인디지털
050120,ES큐브
058110,멕아이씨에스
258790,소프트캠프
367000,플래티어
036480,대성미생물
047080,한빛소프트
042040,케이피엠테크
073570,리튬포어스
005360,모나미
335870,윙스풋
024890,대원화성
487130,KoAct AI인프라액티브
009810,플레이그램
236810,엔비티
446070,유니드비티플러스
066900,디에이피
022220,티케이지애강
148250,알엔투테크놀로지
002420,세기상사
008470,부스타
069140,누리플랜
900310,컬러레이
405920,나라셀라
014130,한익스프레스
397810,애드포러스
002690,동일제강
018680,서울제약
083640,인콘
115610,이미지스
015260,에이엔피
019660,글로본
023150,MH에탄올
088790,진도
333050,모코엠시스
900340,윙입푸드
115160,휴맥스
003680,한성기업
048470,대동스틸
258830,세종메디칼
431190,케이쓰리아이
024070,WISCOM
033250,체시스
016670,디모아
237750,피앤씨테크
457600,벡트
109670,씨싸이트
310870,디와이씨
084180,수성웹툰
006570,대림통상
377030,비트맥스
192720,파워 고배당저변동성
115480,씨유메디칼
138070,신진에스엠
429270,시지트로닉스
045300,성우테크론
497780,KoAct 미국천연가스인프라액티브
006490,인스코비
0093D0,KoAct 팔란티어밸류체인액티브
073540,에프알텍
032750,삼진
246250,에스엘에스바이오
303530,이노뎁
079650,서산
317120,라닉스
032080,아즈텍WB
432980,엠에프씨
020400,대동금속
131090,시큐브
372800,아이티아이즈
085810,알티캐스트
002820,SUN&L
031510,오스템
188040,바이오포트
080470,성창오토텍
016100,리더스코스메틱
900110,이스트아시아홀딩스
279600,미디어젠
148930,에이치와이티씨
131760,파인텍
900300,오가닉티코스메틱
900070,글로벌에스엠
405000,플라즈맵
050110,캠시스
010400,우진아이엔에스
101400,엔시트론
027040,서울전자통신
222980,한국맥널티
078860,스테이지원엔터
096690,에이루트
034940,조아제약
196700,웹스
091340,S&K폴리텍
067010,이씨에스
076080,웰크론한텍
033050,제이엠아이
023770,플레이위드
331520,밸로프
139670,키네마스터
060380,동양에스텍
417180,핑거스토리
318010,팜스빌
007770,한일화학
208640,썸에이지
362990,드림인사이트
355690,에이텀
068100,케이웨더
030720,동원수산
224060,더코디
004270,남성
900270,헝셩그룹
043220,티에스넥스젠
069640,한세엠케이
091970,나노캠텍
227610,아우딘퓨쳐스
103230,에스앤더블류
070590,한솔인티큐브
198940,한주라이트메탈
267790,배럴
217620,선샤인푸드
328380,솔트웨어
418620,E8
005110,한창
044780,에이치케이
131180,딜리
019570,플루토스
191410,육일씨엔에쓰
406820,뷰티스킨
472840,ITF 200
208710,포톤
143210,핸즈코퍼레이션
197140,디지캡
037400,우리엔터프라이즈
002210,동성제약
044480,빌리언스
093380,풍강
353190,휴럼
021040,대호특수강
208350,지란지교시큐리티
011090,에넥스
032680,소프트센
377330,이지트로닉스
016920,카스
060230,제이케이시냅스
389680,유디엠텍
067730,로지시스
424760,벨로크
288980,모아데이타
0088N0,WON K-글로벌수급상위
373110,엑셀세라퓨틱스
012170,아센디오
010640,진양폴리
044380,주연테크
060900,에이전트AI
054090,삼진엘앤디
154030,아시아종묘
139050,BF랩스
050760,에스폴리텍
193250,링크드
415380,스튜디오삼익
130740,티피씨글로벌
291810,핀텔
063760,이엘피
238200,비피도
113810,디젠스
002680,한탑
115570,스타플렉스
009310,참엔지니어링
225590,패션플랫폼
023790,동일스틸럭스
101680,한국정밀기계
009620,삼보산업
065150,대산F&B
352940,인바이오
069920,엑시온그룹
348030,모비릭스
483570,KCGI 미국S&P500 TOP10
054940,엑사이엔씨
368600,아이씨에이치
0112X0,마이티 200TR
308100,형지글로벌
032280,삼일
225430,케이엠제약
065690,파커스
177350,베셀
121890,에스디시스템
192390,윈하이텍
043360,디지아이
240600,유진테크놀로지
115530,씨엔플러스
445690,BNK 주주가치액티브
442090,에셋플러스 코리아대장장이액티브
145850,TREX 펀더멘탈 200
053060,세동
017250,인터엠
001420,태원물산
080720,한국유니온제약
289010,아이스크림에듀
230980,비유테크놀러지
137940,넥스트아이
900100,애머릿지
084440,유비온
083470,이엠앤아이
001770,SHD
152550,한국ANKOR유전
110020,전진바이오팜
071950,코아스
419540,비스토스
309930,조이웍스앤코
226340,본느
045520,크린앤사이언스
025890,한국주강
433220,에셋플러스 글로벌대장장이액티브
098660,에스티오
365900,브이씨
011080,형지I&C
015020,이스타코
312610,에이에프더블류
018620,우진비앤지
275630,에스에스알
247660,나노씨엠에스
014100,메디앙스
054410,케이피티유
391670,HK 베스트일레븐액티브
215480,토박스코리아
214610,롤링스톤
491510,파워 K-주주가치액티브
199730,바이오인프라
134060,이퓨쳐
154040,다산솔루에타
096870,엘디티
018700,바른손
028080,휴맥스홀딩스
092600,앤씨앤
035620,바른손이앤에이
048830,엔피케이
067770,세진티에스
0051A0,KoAct 브로드컴밸류체인액티브
032980,바이온
065770,CS
043590,웰킵스하이텍
344860,이노진
477490,에셋플러스 글로벌일등기업포커스10액티브
159800,마이티 코스피100
065420,에스아이리소스
012340,뉴인텍
051780,큐로홀딩스
002070,비비안
008600,윌비스
009440,KC그린홀딩스
025870,신라에스지
407820,에셋플러스 코리아플랫폼액티브
088290,이원컴포텍
322780,코퍼스코리아
083660,CSA 코스믹
060480,국일신동
241820,피씨엘
008500,일정실업
0001P0,마이티 바이오시밀러&CDMO액티브
108590,TREX 200
106520,노블엠앤비
361670,삼영에스앤씨
276730,한울앤제주
060260,뉴보텍
304840,피플바이오
368970,오에스피
030350,드래곤플라이
422260,VITA MZ소비액티브
474920,에셋플러스 차이나일등기업포커스10액티브
069330,유아이디
073190,듀오백
482030,KoAct 반도체&2차전지핵심소재액티브
050090,비케이홀딩스
008290,원풍물산
079190,케스피온
227100,프로브잇
079950,인베니아
032800,판타지오
472720,TRUSTON 주주가치액티브
0113G0,KoAct 미국바이오헬스케어액티브
250930,예선테크
413930,WON AI ESG액티브
188260,세니젠
352770,셀레스트라
244460,올리패스
058450,한주에이알티
065060,지엔코
035290,골드앤에스
054180,메디콕스
043100,알파AI
496130,TRUSTON 코리아밸류업액티브
065570,삼영이엔씨
121850,코이즈
031860,디에이치엑스컴퍼니
060240,스타코링크
285690,FOCUS ESG리더스
215620,HK S&P코리아로우볼
0120J0,BNK 카카오그룹포커스
026910,광진실업
900120,씨엑스아이
276040,스코넥
451150,에셋플러스 글로벌영에이지액티브
480460,WON 한국부동산TOP3플러스
466810,BNK 2차전지양극재
0073X0,FOCUS 알리바바미국채커버드콜혼합
106080,케이이엠텍
145210,다이나믹디자인
0002C0,에셋플러스 인도일등기업포커스20액티브
0154H0,KoAct 차이나바이오헬스케어액티브
488290,마이다스 일본테크액티브
433250,UNICORN R&D 액티브
0053M0,더제이 중소형포커스액티브
462340,에셋플러스 글로벌다이나믹시니어액티브
438740,마이다스 중소형액티브
457930,BNK 미래전략기술액티브
079970,투비소프트
0132D0,KoAct 글로벌K컬처밸류체인액티브
101390,아이엠
313760,캐리
476000,UNICORN 포스트IPO액티브
044180,KD
490330,KoAct 미국치매&뇌질환치료제액티브
043090,더테크놀로지
052770,아이톡시
470310,UNICORN 생성형AI강소기업액티브
452440,VITA 밸류알파액티브
